Mixture;B cells;CD4 Naive;CD4 Memory;CD8 Naive;CD8 Memory;CD8 Effector;Treg cell;Th cell;Monocytes CD16;Monocytes CD14;DC;NK
TCGA-ER-A198-06A-11R-A18T-07;0.003809705;0;0.142622548;0;0.068589972;0.009279069;0;0.485690576;0;0;0.062422256;0
TCGA-EE-A2MG-06A-11R-A18T-07;0.074378747;0.221654756;0.21082297;0;0;0.015203223;0;0.171226486;0;0;0.091560087;0
TCGA-GN-A266-06A-11R-A18T-07;0.007431536;0.294938107;0;0;0;0.03305634;0;0.187804842;0;0;0.302594935;0
TCGA-FS-A1ZD-06A-11R-A18T-07;0.028407574;0.284541923;0.295331336;0;0;0;0;0.265867332;0;0.013329129;0.006208465;0.029431188
TCGA-EE-A29E-06A-11R-A18T-07;0;0;0.364401923;0.066558735;0;0.010749009;0.004800084;0.166108048;0;0.12743817;0.06193482;0.010146803
TCGA-FS-A1ZE-06A-11R-A18T-07;0.006326445;0;0.154001596;0;0;0.004822656;0;0.601331094;0;0;0;0
TCGA-D3-A2J9-06A-11R-A18T-07;0.039901207;0.124502053;0.231872596;0;0;0.103067219;0;0.110039746;0;0.022334527;0.076497552;0
TCGA-D3-A1Q3-06A-11R-A18T-07;0;0.181231623;0.274172855;0;0;0.005613907;0;0.151693821;0;0.035320408;0.162223108;0
TCGA-D3-A1QB-06A-11R-A18T-07;0;0.108888751;0.147822137;0;0;0.063183235;0.148906641;0;0;0.05002282;0.220642166;0
TCGA-DA-A1HY-06A-11R-A18T-07;0;0.187455305;0.397245267;0;0;0.011110067;0;0.170748285;0;0.096147395;0.096138788;0.001432522
TCGA-EE-A29D-06A-11R-A18T-07;0;0.131044213;0.403960723;0;0;0.013723781;0;0.172726472;0;0.052125727;0;0.001792304
TCGA-D3-A1Q4-06A-11R-A18T-07;0.07360304;0.244465368;0.150243819;0;0;0.006358356;0;0.477491073;0;0;0.011828153;0
TCGA-EE-A29S-06A-11R-A18T-07;0.076730354;0;0.340450993;0;0;0;0;0.302885717;0;0.039963077;0.013417092;0.000920492
TCGA-FS-A1ZM-06A-12R-A18S-07;0.025926937;0.157367743;0.057117808;0;0.0726022;0.059018049;0;0.175174646;0;0;0.284492418;0
TCGA-FS-A1ZY-06A-11R-A18S-07;0.149571969;0;0.045308748;0.162534838;0;0;0;0.453556541;0;0;0;0.003240915
TCGA-EE-A29T-06A-11R-A18T-07;0.029116293;0.283775478;0;0;0.020176152;0.005828324;0;0.389549423;0;0.0718979;0.011708638;0
TCGA-EE-A29C-06A-21R-A18S-07;0;0.014096372;0.305825996;0;0;0.023243312;0.069177306;0.270573774;0;0.023120364;0.106812863;0.005508473
TCGA-EE-A2A0-06A-11R-A18T-07;0;0.259457322;0.161128082;0;0.034926516;0.010303235;0;0.233898146;0;0;0.133486036;0
TCGA-FS-A1Z7-06A-11R-A18T-07;0;0;0.338489406;0;0.012907555;0;0;0.27848485;0;0.070751955;0.077545859;0
TCGA-EE-A2GH-06A-11R-A18T-07;0.030844942;0;0.227120129;0;0.075806001;0.020011084;0;0.237533468;0;0.002255072;0.072235528;0
TCGA-EE-A2A6-06A-11R-A18T-07;0.055578952;0.145111772;0.240504903;0;0;0.022891442;0;0.198237945;0;0.012983845;0.142824971;0
TCGA-ER-A2NF-06A-11R-A18T-07;0;0;0.183767841;0.134464488;0;0.002602826;0;0.510554556;0;0;0.003039024;0.001145682
TCGA-FS-A1ZP-06A-11R-A18T-07;0;0.283402821;0;0;0.034272886;0.024836159;0;0.387116854;0;0.014795062;0.016043953;0
TCGA-FS-A1ZW-06A-12R-A18T-07;0.016075693;0.278391471;0.171703727;0;0.011762393;0.037298844;0;0.221396349;0;0;0.012734355;0
TCGA-FS-A1Z4-06A-11R-A18T-07;0.16849895;0;0;0.008356651;0.022917813;0.009962358;0;0.356687189;0;0;0.176561793;0
TCGA-FS-A1ZZ-06A-11R-A18S-07;0;0;0.292264285;0;0.019623964;0.001336228;0;0.506727619;0;0.024313808;0;0
TCGA-FS-A1ZB-06A-12R-A18S-07;0.02144985;0;0;0;0;0;0.088588174;0.226497804;0;0.033389863;0.240926838;0
TCGA-FS-A1ZF-06A-12R-A18S-07;0;0;0.312871982;0;0;0.012404767;0;0.395522228;0;0.013992823;0;0.000787014
TCGA-ER-A2NH-06A-11R-A18S-07;0;0.23046839;0.007176269;0;0;0.086493815;0.030998283;0.012148498;0;0.1214735;0.329005645;0
TCGA-ER-A2NC-06A-11R-A18T-07;0;0.208606157;0.151851376;0;0;0.009980596;0;0.143114961;0;0;0.342404858;0
TCGA-EB-A1NK-01A-11R-A18T-07;0.058666911;0.102522415;0;0;0.026145992;0.003838473;0.006154353;0.227497334;0.188755879;0;0.034802855;0
TCGA-GN-A26C-01A-11R-A18T-07;0;0.294610624;0.141305245;0;0;0.046459036;0;0.052283909;0;0.000810408;0.385864116;0
TCGA-BF-A1PU-01A-11R-A18S-07;0;0;0;0.172368272;0;0;0;0.513222713;0.000456157;0.064488125;0;0
TCGA-ER-A19T-01A-11R-A18T-07;0.003652906;0;0.291815216;0.049459301;0;0;0;0.513293935;0;0;0;0.000903716
TCGA-ER-A196-01A-11R-A18T-07;0.02628719;0;0.198656506;0;0.067227388;0;0;0.430427326;0.219165558;0;0;0.001616929
TCGA-EE-A2A5-06A-11R-A18T-07;0;0.197911636;0;0;0;0.003193528;0;0.6110692;0.004305346;0;0;0
TCGA-EE-A182-06A-11R-A18T-07;0.245676037;0;0;0;0;0.016421552;0.413338072;0;0.02683614;0.030405855;0.061685384;0
TCGA-EE-A2GN-06A-11R-A18S-07;0.001611971;0.22717869;0.023649396;0;0;0.012114995;0;0.536177176;0;0;0;0
TCGA-EE-A2GM-06B-11R-A18S-07;0;0;0.111582288;0.040765572;0;0.004073973;0;0.530943857;0;0;0;0
TCGA-EE-A2GL-06A-11R-A18S-07;0.159294324;0.035700912;0.055849851;0;0.097399703;0.058030679;0;0.419562044;0;0.016024529;0.051475329;0
TCGA-EE-A2GO-06A-11R-A18S-07;0.009696474;0.00600008;0.445633769;0;0;0.01048421;0;0.448731047;0;0.01080742;0;0
TCGA-EE-A29V-06A-12R-A18S-07;0;0;0.191689546;0;0;0.017931218;0.122366278;0.228911303;0.029820913;0;0;0.003950537
TCGA-EE-A20F-06A-21R-A18S-07;0.073541659;0;0;0.193828261;0;0.011604256;0;0.226919416;0;0.042322662;0.052692221;0
TCGA-ER-A2NE-06A-21R-A18T-07;0;0;0.182864878;0.066058448;0;0;0;0.40376506;0;0.047598535;0;0.004047954
TCGA-D3-A2JK-06A-11R-A18S-07;0;0;0.185211023;0.22350763;0;0.012252145;0.085107285;0.150559668;0;0.160765256;0;0.005220835
TCGA-EE-A29N-06A-12R-A18S-07;0.043963546;0.052528907;0.127537971;0;0;0.064407634;0;0.291214519;0;0;0.246732175;0
TCGA-EE-A2MD-06A-11R-A18T-07;0.016191705;0;0.034517085;0.076077451;0;0;0;0.492318149;0;0;0.018597867;0.000896145
TCGA-EE-A2GE-06A-11R-A18T-07;0;0.248415803;0;0;0.117707164;0.050869571;0;0.150900927;0;0.010622024;0.101358412;0
TCGA-DA-A1I8-06A-11R-A18T-07;0;0.119803451;0.302848243;0;0;0.019753823;0;0.253955382;0;0.042869756;0.090821012;0.002062697
TCGA-D3-A2J8-06A-11R-A18T-07;0;0;0.485961151;0;0;0.017333031;0;0.141969663;0;0.142786346;0.032609831;0.005189997
TCGA-GN-A26D-06A-11R-A18T-07;0.002318319;0.124614107;0.047361267;0;0.054541929;0.00030105;0;0.337443356;0;0;0.007126075;0
TCGA-GN-A262-06A-11R-A18T-07;0;0;0.105290323;0.196420377;0.045414331;0;0;0.533460773;0.000773675;0;0;0
TCGA-FS-A1ZK-06A-11R-A18T-07;0;0;0.331428439;0.034694067;0;0.011711534;0;0.275588164;0;0.053301491;0.094850622;0.002526771
TCGA-FS-A1ZU-06A-12R-A18T-07;0.103926088;0;0.037753876;0.002645954;0.027140146;0;0;0.690934974;0.002563604;0;0;0
TCGA-FS-A1YW-06A-11R-A18T-07;0;0.283065563;0;0.050298677;0;0.015489554;0;0.41918619;0;0;0.018940965;0.002678653
TCGA-EE-A29X-06A-11R-A18T-07;0.108749457;0;0.026688372;0;0;0.011634244;0.199396296;0.018685212;0;0;0.177856607;0
TCGA-EE-A29G-06A-12R-A18T-07;0.134184578;0.002215783;0;0;0;0.014576784;0;0.393886607;0.185221778;0;0;0
TCGA-EE-A17Z-06A-11R-A18S-07;0.02393561;0;0.093174643;0.053824759;0;0;0;0.713967071;0.006639767;0;0;0.000239451
TCGA-EE-A183-06A-11R-A18S-07;0.230890644;0;0.082525213;0;0;0.017845612;0.297568528;0;0;0;0.094298441;0
TCGA-EB-A24D-01A-11R-A18T-07;0;0.360022113;0;0;0;0.007917526;0;0.433007155;0.010636681;0;0;0
TCGA-EE-A3AB-06A-11R-A18S-07;0;0.174911123;0.079740055;0;0;0.024399509;0;0.332149169;0;0.026901795;0.191185663;0.000426362
TCGA-EE-A2MT-06A-11R-A18S-07;0;0.238841327;0.182032911;0;0;0.014917673;0;0.254643727;0;0.130174959;0.011349702;0.001309991
TCGA-EE-A3AF-06A-11R-A18S-07;0.086962345;0;0.046622736;0;0;0.012629706;0.013046716;0.300374058;0;0;0.088512754;0
TCGA-EE-A2MK-06A-11R-A18S-07;0;0.351683468;0;0;0;0.044215323;0;0.309116941;0;0.046801208;0.07391224;0
TCGA-EE-A3AA-06A-11R-A18S-07;0.001204602;0;0.153873535;0;0.125763393;0;0;0.23946788;0;0;0.231653322;0
TCGA-EE-A2GT-06A-12R-A18S-07;0.20451483;0;0.014289998;0;0;0.006359686;0;0.203838943;0;0.01266855;0.054317586;0
TCGA-EE-A2MQ-06A-11R-A18S-07;0;0;0.33368348;0;0;0;0;0.399730529;0;0.060612951;0;0
TCGA-EE-A2M8-06A-12R-A18S-07;0;0.176286811;0;0;0.002572553;0.119563935;0;0.278231985;0;0.015511319;0.217118914;0
TCGA-EE-A2GP-06A-11R-A18S-07;0.016548281;0.154265044;0.051604524;0;0;0.024266552;0;0.36389351;0;0;0.120655485;0
TCGA-D3-A3CB-06A-11R-A18S-07;0.041060441;0.220464369;0;0;0.050358663;0.079420122;0;0.158328893;0;0;0.205035647;0
TCGA-DA-A1I7-06A-22R-A18S-07;0;0.14736616;0.171165755;0;0.062139888;0;0;0.314665275;0;0.120815763;0;0
TCGA-BF-A1PX-01A-12R-A18T-07;0;0.041942306;0.135583365;0;0;0.040409346;0;0.247775335;0.070835934;0.030551614;0.067428852;0.001404492
TCGA-GF-A2C7-01A-11R-A18T-07;0;0;0.081702469;0;0.046838351;0;0;0.554647528;0.099443459;0.010874161;0;0
TCGA-EE-A17X-06A-11R-A18S-07;0;0;0.313357014;0.018989;0;0.007400741;0.173515103;0.127331785;0;0.051570259;0;0.006022557
TCGA-ER-A19F-06A-11R-A18S-07;0;0;0.440980127;0;0;0.000908506;0;0.386218087;0;0.0376734;0;0
TCGA-ER-A199-06A-11R-A18T-07;0.239426251;0.082736537;0;0;0.109175705;0.002933191;0;0.410655631;0;0;0.022460954;0
TCGA-EE-A20C-06A-11R-A18S-07;0;0;0;0.224007897;0.17035172;0;0;0.46020373;0.000364836;0.01256664;0;0
TCGA-D9-A1JX-06A-11R-A18S-07;0.041220592;0;0.183541715;0;0;0.04257602;0;0.255290389;0;0.026744607;0.046924575;0
TCGA-DA-A1I5-06A-11R-A18T-07;0;0.252734072;0.058884243;0;0;0.028997444;0;0.079938632;0;0.124583001;0.062126962;0
TCGA-D9-A149-06A-11R-A18S-07;0.022874523;0;0.430116303;0;0;0.015521038;0;0.141724265;0;0;0.013093401;0
TCGA-D9-A148-06A-11R-A18S-07;0;0.268246757;0.081530889;0;0;0.00889704;0;0.311786547;0;0;0.007748892;0.002973828
TCGA-D3-A1Q9-06A-11R-A18T-07;0;0.044717806;0.108135889;0;0;0.005800971;0;0.309729049;0;0.068545547;0.019993372;0
TCGA-D3-A2JO-06A-11R-A18S-07;0.196538827;0.110810914;0;0;0;0.053271399;0;0.292781354;0;0.004642052;0.133744272;0
TCGA-D3-A1Q8-06A-11R-A18T-07;0;0.192495842;0;0;0;0;0;0.2174784;0;0.192149786;0.175687572;0
TCGA-ER-A2NG-06A-11R-A18T-07;0;0.415249985;0.1356012;0;0;0.024442666;0.007039135;0.033014297;0;0;0.19029036;0.006077967
TCGA-EE-A20H-06A-11R-A18S-07;0;0;0.254692691;0;0;0.003676525;0;0.532245739;0.000196719;0.032258794;0;0
TCGA-FS-A1ZH-06A-11R-A18T-07;0.008290828;0.145062779;0.099713732;0;0;0.021688355;0;0.276873749;0;0.030726539;0.191135988;0
TCGA-D3-A1Q1-06A-21R-A18T-07;0.004334861;0.10568565;0.002824484;0;0.116679661;0.001142565;0;0.699179654;0.001873482;0;0;0
TCGA-ER-A19E-06A-11R-A18S-07;0.035948394;0.038007912;0.278069599;0;0;0.006039818;0;0.545993836;0;0;0.068522414;0.004936942
TCGA-ER-A19O-06A-11R-A18S-07;0.277592827;0;0;0;0.001202233;0.030299516;0.22200982;0.004521571;0;0.095394218;0.190627748;0
TCGA-ER-A19D-06A-11R-A18S-07;0.012978123;0.285321827;0;0;0;0.011613311;0;0.359414251;0;0;0.180226274;0
TCGA-D3-A3C3-06A-12R-A18S-07;0;0;0.064052671;0.44399764;0;0.010398992;0;0.32068461;0;0.039970281;0.011195604;0.002506758
TCGA-FS-A1YY-06A-11R-A18T-07;0;0;0.31672963;0;0;0.005249902;0.004669731;0.281569572;0;0.048531647;0;0.001405411
TCGA-D3-A3C1-06A-12R-A18S-07;0;0;0.099072469;0.12374409;0;0.000750479;0;0.361248732;0;0.207163684;0;0.003322685
TCGA-FS-A1ZG-06A-11R-A18T-07;0;0;0.282751408;0;0;0;0;0.518214654;0;0;0.009779653;0.000893209
TCGA-D3-A1QA-06A-11R-A18T-07;0;0;0;0.28196433;0.089247959;0;0;0.466722993;0;0.009533673;0.00374995;0.00093981
TCGA-FS-A1YX-06A-11R-A18T-07;0;0.175006153;0.041640738;0;0.017827256;0.003578073;0;0.472185688;0;0.073253725;0.002446824;0
TCGA-EE-A181-06A-11R-A18S-07;0.039984249;0.087511974;0.126434805;0;0;0.013088663;0.006026878;0;0;0;0.309138059;0.002503702
TCGA-DA-A1HV-06A-21R-A18S-07;0.011535556;0.235768085;0;0;0;0.035649047;0;0.170066118;0;0;0.186154333;0
TCGA-DA-A1IA-06A-11R-A18S-07;0;0.071516234;0;0.12471656;0;0.019854926;0.231947774;0.370925868;0.001430473;0.054846615;0;0.007583881
TCGA-DA-A1IB-06A-11R-A18S-07;0.065336614;0.227156219;0;0;0.150787445;0.039107015;0;0.165099053;0;0;0.165678306;0
TCGA-EE-A29L-06A-12R-A18S-07;0.003098199;0.125308167;0.191729092;0;0;0.009406021;0;0.490515143;0.001182132;0;0.002271901;0.002173115
TCGA-ER-A19B-06A-11R-A18S-07;0;0.247754257;0;0;0.032195518;0.043816818;0;0.384167199;0;0;0.163519638;0
TCGA-EE-A3AH-06A-11R-A18S-07;0;0;0.392514282;0;0;0;0;0.350036135;0;0.003012071;0;0.00132502
TCGA-ER-A197-06A-32R-A18S-07;0.054158974;0.086950124;0;0;0.163864416;0.013311629;0;0.355446887;0;0;0.179729953;0
TCGA-ER-A193-06A-12R-A18S-07;0.11443055;0;0.205212239;0;0;0.017244341;0;0.156787544;0;0.020948865;0.207001001;0.001731233
TCGA-EE-A3AD-06A-11R-A18S-07;0;0.044287284;0.461789751;0;0;0.010666929;0;0.262541191;0;0.027914647;0;0.003130999
TCGA-EE-A3AE-06A-11R-A18S-07;0.060562199;0.011630028;0.207140642;0;0.024291493;0;0;0.296570525;0;0;0.173115194;0
TCGA-EE-A2MS-06A-11R-A18S-07;0.05494441;0;0.33009045;0;0;0.016648286;0;0.24135107;0;0;0;3.65E-05
TCGA-EE-A2MR-06A-11R-A18S-07;0.007679803;0.103017826;0.07181176;0;0;0.026594644;0;0.151131667;0;0;0.419490288;0
TCGA-EE-A2ML-06A-11R-A18S-07;0;0.202186314;0.269958226;0;0;0.021840278;0;0.186342818;0;0.041424622;0.058371739;0
TCGA-EE-A2M5-06A-12R-A18S-07;0;0;0.295433875;0;0;0.020829391;0;0.395919607;0;0.064649024;0.192909391;0.003420081
TCGA-EE-A2MH-06A-11R-A18S-07;0.084467443;0;0.12759825;0;0;0.034914107;0;0.340064897;0;0.063744389;0.176942554;0
TCGA-EE-A29H-06A-12R-A18S-07;0;0.071833064;0.263776422;0;0;0.006070649;0;0.40139458;0;0.00428003;0.013262415;0.000199169
TCGA-EE-A2M6-06A-12R-A18S-07;0.06968177;0;0.163785929;0.248546549;0;0;0;0.389294242;0;0;0.046966856;0.001894848
TCGA-EE-A2GK-06A-11R-A18S-07;0.218576625;0.108532948;0;0;0.158973495;0.076553526;0;0.315873767;0;0;0.04472226;0
TCGA-EE-A185-06A-11R-A18S-07;0;0.100849966;0.13100478;0;0;0;0;0.552699796;0.008084005;0;0;0.005801668
TCGA-EE-A3AC-06A-11R-A18S-07;0.046020096;0.254478047;0;0;0;0.010719588;0;0.408021341;0;0;0.040037181;0
TCGA-ER-A19C-06A-11R-A18S-07;0;0;0.353696947;0.279349077;0;0;0;0.109528994;0;0.048310585;0;0.002207253
TCGA-ER-A19P-06A-11R-A18S-07;0.072527423;0.2910299;0;0;0.010428213;0.081416325;0;0.155396689;0;0;0.165464825;0
TCGA-FS-A1ZJ-06A-12R-A18S-07;0;0;0.092743841;0.071929709;0;0;0;0.636450016;0;0;0.012317768;0.005642891
TCGA-ER-A19L-06A-12R-A18S-07;0.064575291;0.268232535;0;0;0;0.003804229;0;0.515708009;0;0.011420093;0.0058272;0
TCGA-EE-A2MM-06A-11R-A18S-07;0.052751873;0;0.158099604;0;0;0.003274864;0;0.679888731;0;0.020954628;0;0
TCGA-EE-A2MN-06A-11R-A18S-07;0.078401707;0;0.122156443;0.143325301;0;0.003174376;0;0.260058994;0;0;0.160699428;0
TCGA-EE-A2MP-06A-11R-A18S-07;0.055938165;0.275791636;0;0;0;0.031078308;0;0.184740861;0;0.081121456;0.101757085;0.00059929
TCGA-EE-A3AG-06A-31R-A18S-07;0.046725732;0;0.182093551;0;0;0;0;0.600721675;0.000309431;0;0;0
TCGA-ER-A19N-06A-11R-A18S-07;0;0.209193742;0.000186182;0;0.113295992;0.023322153;0;0.148125632;0;0;0.260987085;0
TCGA-D9-A1X3-06A-11R-A18S-07;0;0;0;0.054473102;0.124846324;0;0;0.490396051;0;0.019627753;0;0
TCGA-EE-A2GS-06A-12R-A18S-07;0;0;0.236682053;0;0;0;0;0.561140016;0;0.00437249;0;0
TCGA-EE-A184-06A-11R-A18S-07;0;0.000320703;0.102922337;0;0;0.006790413;0;0.49314431;0;0;0.037263312;0.000908578
TCGA-DA-A1IC-06A-11R-A18S-07;0;0;0.254007204;0;0;0.004980699;0;0.32755447;0;0.223982612;0;0
TCGA-EE-A2MJ-06A-11R-A18S-07;0.071912861;0.029574632;0.372155915;0;0;0.026112862;0;0.114010923;0;0;0.147503193;0.004516775
TCGA-EE-A2MU-06A-21R-A18S-07;0;0.229232833;0.013555405;0;0;0.018142416;0;0.107220859;0;0;0.4773048;0.00211072
TCGA-ER-A19J-06A-11R-A18S-07;0.003721864;0;0.180962121;0;0;0;0;0.644610873;0;0;0.004076382;0.000145108
TCGA-D3-A2JL-06A-11R-A18S-07;0;0.132525506;0.296788458;0;0;0.036094647;0;0.124312413;0;0;0.263286643;0.002249407
TCGA-D3-A2JP-06A-11R-A18S-07;0;0;0;0.045602664;0;0.007570034;0;0.522014568;0;0.069466445;0.107524623;0
TCGA-D3-A2JN-06A-11R-A18S-07;0;0.022179384;0.391073435;0;0;0.004603336;0;0.328144579;0;0.019419771;0.105485259;0.000863316
TCGA-D3-A3CC-06A-11R-A18S-07;0.01689737;0;0.335759714;0.116893695;0;0;0;0.376802649;0;0;0.025351631;0
TCGA-D3-A3BZ-06A-12R-A18S-07;0.023032561;0.216905442;0.075808504;0;0;0.013440003;0.17102814;0;0;0.025241436;0.262762485;0
TCGA-D3-A3CE-06A-11R-A18S-07;0.10355391;0.070089625;0;0;0.113397051;0.012045861;0;0.400743588;0;0;0.009602081;0
TCGA-D3-A3C8-06A-12R-A18S-07;0;0.311544328;0;0;0;0.146055158;0.027135017;0.025712954;0;0.063398729;0.342670617;0
TCGA-BF-A1Q0-01A-21R-A18S-07;0;0.003012745;0.244962803;0;0;0.013007404;0;0.22738712;0;0;0.379825887;0.005906905
TCGA-BF-A1PZ-01A-11R-A18S-07;0;0.108165526;0.289918145;0;0;0.015678582;0;0.344688904;0;0.022511615;0.025329493;0.00730724
TCGA-ER-A19H-06A-12R-A18S-07;0.105122306;0;0.16795596;0;0;0.003136812;0;0.481813479;0;0;0.028179314;0
TCGA-D9-A1JW-06A-11R-A18S-07;0;0.186277822;0;0;0;0.009216777;0;0.30219146;0;0;0.148032134;0
TCGA-FS-A1ZA-06A-11R-A18T-07;0.106949133;0.127056921;0.077379826;0;0.002803153;0.013608809;0;0.571608597;0;0.028280214;0.01031457;0
TCGA-D3-A2J6-06A-11R-A18T-07;0;0.133585149;0.12223507;0;0;0.037066927;0.046636068;0.253292836;0;0;0.230608491;0.006248196
TCGA-EE-A2MC-06A-12R-A18S-07;0.0525198;0.104986334;0.095488988;0;0;0.037353597;0;0.263508785;0;0;0.300335714;0.000921259
TCGA-EB-A41A-01A-11R-A24X-07;0;0.063810513;0.437227622;0;0;0.011264784;0;0.202398952;0.001953221;0.007846951;0;0.00019889
TCGA-FS-A4F2-06A-11R-A24X-07;0;0;0.408445484;0;0;0;0;0.449388034;0;0;0.009484211;0.0034854
TCGA-ER-A42K-06A-11R-A24X-07;0;0.13097027;0.202788143;0;0;0.003487593;0;0.301337306;0;0;0.232341181;0
TCGA-DA-A3F3-06A-11R-A20F-07;0;0;0.08648252;0.007688513;0;0;0;0.737360198;0;0;0.018538301;0
TCGA-EB-A57M-01A-51R-A311-07;0.284486622;0.002383201;0;0;0;0.012640819;0.147946297;0.200021162;0.09556211;0;0.005853094;0.004402016
TCGA-FR-A69P-06A-21R-A311-07;0;0;0.276900736;0;0;0.004903178;0;0.524009936;0;0;0;0.000950324
TCGA-EB-A5UN-06A-11R-A311-07;0;0.139716491;0.379109889;0;0;0.012580871;0;0.153704871;0;0.078755915;0.027006043;0.009727949
TCGA-RP-A693-06A-13R-A311-07;0.042114727;0.075150627;0.224664246;0;0;0.011134324;0;0.202280363;0;0;0.22261032;0
TCGA-RP-A690-06A-11R-A311-07;0.005132905;0;0.187803646;0.304790129;0;0;0;0.418589795;0;0;0.004540961;0.005183673
TCGA-QB-A6FS-06A-11R-A311-07;0.291227483;0;0.007601352;0;0;0.022404096;0.30121192;0;0;0;0.167570332;0
TCGA-DA-A3F2-06A-11R-A20F-07;0.124398701;0.189838832;0;0;0;0.07625074;0.2538468;0;0;0.133591866;0.012568023;0.010697333
TCGA-RP-A695-06A-11R-A311-07;0;0.347229084;0;0;0;0.011600218;0;0.165368776;0;0.081528945;0;0
TCGA-RP-A694-06A-11R-A311-07;0;0.144397183;0.108305843;0;0.10040359;0;0;0.116187985;0;0;0.106161099;0
TCGA-EB-A5UL-06A-11R-A311-07;0.007411913;0;0.365669054;0;0;0.012132247;0;0.123601103;0;0;0.189106463;0.002038147
TCGA-EB-A5UM-01A-11R-A311-07;0.009988756;0;0.174804562;0.196951068;0;0;0;0.493931736;0;0;0.043183477;0.006349152
TCGA-D3-A5GT-01A-12R-A311-07;0.197026317;0;0.337357205;0;0;0.004831142;0;0.314108971;0;0;0;0
TCGA-EB-A5SF-01A-11R-A311-07;0.059892531;0;0;0.052114488;0;0.006359163;0.122624429;0.182206435;0.511182592;0;0;0.003950717
TCGA-EB-A5SE-01A-11R-A311-07;0;0.020795491;0.222832596;0;0;0.015521597;0;0.454724502;0.025924746;0;0;0
TCGA-FW-A5DY-06A-11R-A311-07;0.166870288;0.320756329;0;0;0;0.018009283;0;0.264956636;0;0;0.048056068;0
TCGA-GF-A6C8-06A-12R-A311-07;0.0013739;0.239536814;0.082889167;0;0;0.004466064;0;0.411620976;0;0.060506131;0;0
TCGA-D9-A6EA-06A-11R-A311-07;0;0.088707606;0.093563298;0;0;0;0;0.226903753;0;0;0.190618231;0
TCGA-D9-A6E9-06A-12R-A311-07;0.015183477;0;0.01582822;0;0;0.083555897;0.346002838;0;0;0.083258954;0.163794595;0.004360694
TCGA-D9-A6EC-06A-11R-A311-07;0;0.117001267;0.278353072;0;0;0.019045891;0;0.272275357;0;0.133206151;0;0.002275844
TCGA-EB-A5SH-06A-11R-A311-07;0.157465914;0;0;0.308896741;0;0;0.213032546;0.223641903;0;0;0.003920026;0.008188063
TCGA-EB-A5SG-06A-11R-A311-07;0.168097897;0.14460946;0;0;0;0.062805677;0;0.221764667;0;0;0.187530003;0.000185095
TCGA-GF-A6C9-06A-11R-A311-07;0;0.019946665;0.304530624;0;0;0.014138107;0.032847446;0.065379143;0;0.131131093;0.151365035;0
TCGA-GN-A4U9-06A-11R-A32P-07;0;0.278965651;0.009151666;0;0;0.003515504;0;0.588851987;0;0;0.006324927;0
TCGA-FR-A728-01A-11R-A32P-07;0;0.181285415;0;0;0;0.020148449;0;0.262657638;0;0.07304945;0.189242926;0
TCGA-GN-A4U5-01A-11R-A32P-07;0;0.222888627;0.099167026;0;0;0.010882823;0;0.35586434;0.038101337;0.076655645;0.050569161;0
TCGA-GN-A4U4-06A-11R-A32P-07;0;0.306078951;0.150469533;0;0;0.005511545;0;0.453540436;0.0001791;0;0;0
TCGA-GN-A4U7-06A-21R-A32P-07;0;0;0.369024551;0;0;0.027515689;0;0.273100938;0;0;0.064259357;0.006301031
TCGA-GN-A4U8-06A-11R-A32P-07;0.083246361;0.139545702;0.113185193;0;0;0.025682881;0;0.301331045;0;0;0.176616058;0
TCGA-GN-A4U8-11A-11R-A32P-07;0.07016375;0.230640017;0.174509756;0;0;0.060145419;0;0.185365628;0;0.007918078;0.094508666;0
TCGA-EB-A6QZ-01A-12R-A32P-07;0;0;0.328762928;0;0.028156299;0;0;0.407739486;0;0.024587321;0;0
TCGA-EB-A6L9-06A-11R-A32P-07;0.182307123;0.050481424;0.027877008;0;0;0.016822612;0.09167442;0.210961865;0;0.027308494;0.027146395;0.000561942
TCGA-EB-A5VV-06A-11R-A32P-07;0.196924185;0.335078328;0;0;0.052864686;0.053102291;0;0.284098002;0;0;0.020386056;0
TCGA-EB-A6R0-01A-12R-A32P-07;0;0;0.147730205;0.05094803;0;0.019541725;0;0.205896419;0;0.100174972;0.029860824;0
TCGA-FR-A726-01A-11R-A32P-07;0;0.073755479;0.260199;0;0;0.002647192;0;0.318252971;0.016100927;0.026129002;0;0
TCGA-EB-A5VU-01A-21R-A32P-07;0;0;0.299644463;0;0.041646391;0;0;0.491817507;0.087934558;0;0;0
TCGA-GF-A769-01A-32R-A32P-07;0;0.09294493;0.234395008;0;0;0.018006169;0;0.475466742;0;0.019862326;0.032170187;0.002409955
TCGA-EB-A6QY-01A-12R-A32P-07;0;0.011492621;0.352582262;0;0;0.020170366;0;0.279312365;0.184482901;0;0.077448068;0
TCGA-GN-A4U3-06A-11R-A32P-07;0;0.240397711;0.131012677;0;0;0.003491278;0;0.419412021;0;0.044233553;0;0.001529282
TCGA-D9-A6EG-06A-12R-A32P-07;0.022386713;0.404673182;0.081692849;0;0;0.0338272;0;0.168994805;0;0.026900307;0.008594163;0
TCGA-OD-A75X-06A-12R-A32P-07;0;0.020688095;0.273428264;0;0;0.00773889;0;0.453723172;0;0.078209746;0.015757416;0.002607574
TCGA-IH-A3EA-01A-11R-A20F-07;0;0;0.187810767;0.169308975;0;0;0;0.342015246;0;0;0.136572474;0.003548178
